100 1000 10000 100000 1000000
0.0000412500,0.0003228750,0.0011936250,0.0197212080,0.1184808750
0.0000147090,0.0002387080,0.0015152500,0.0095027910,0.0964097500
0.0000138330,0.0001012500,0.0015114580,0.0093987500,0.0957397920
0.0000127500,0.0001995000,0.0013689170,0.0094026670,0.0953474580
0.0000127920,0.0002028330,0.0011365830,0.0095549590,0.0953439580
0.0000125830,0.0001729160,0.0011213330,0.0094200830,0.0953942920
0.0000123750,0.0001585410,0.0010337080,0.0095118750,0.0947043340
0.0000121250,0.0001044160,0.0010366250,0.0094594590,0.0946947080
0.0000125840,0.0000982500,0.0009926660,0.0096271250,0.0951866670
0.0000123330,0.0001152500,0.0009552080,0.0093891660,0.0946817500
0.0000122500,0.0001175000,0.0010550840,0.0093877090,0.0990975410
0.0000124580,0.0001138750,0.0009959580,0.0094527920,0.0963327910
0.0000123750,0.0001421250,0.0009904170,0.0094522080,0.0948959590
0.0000122910,0.0001288330,0.0009387090,0.0093665000,0.0972720410
0.0000120410,0.0001402910,0.0009476250,0.0096593750,0.0985934580
0.0000127910,0.0001271670,0.0009401250,0.0093862500,0.0956796670
0.0000177080,0.0001278340,0.0009650000,0.0093359170,0.0954727090
0.0000130830,0.0001245000,0.0009670840,0.0094223340,0.0959109580
0.0000128750,0.0001242500,0.0009477080,0.0094511250,0.0955978750
0.0000127080,0.0001138340,0.0009330840,0.0093722080,0.0949915000
0.0000127500,0.0001142080,0.0009436250,0.0094365420,0.0947415000
0.0000125420,0.0001142080,0.0009355420,0.0096768750,0.0951103340
0.0000128750,0.0001139160,0.0009404170,0.0093527080,0.0959925410
0.0000126670,0.0001142080,0.0009406250,0.0093921250,0.0968231670
0.0000128340,0.0001162080,0.0009583750,0.0097009160,0.0952025830
0.0000129580,0.0001048340,0.0009374580,0.0093969580,0.0957045000
0.0000125000,0.0001048750,0.0009471660,0.0093092500,0.0948980000
0.0000168750,0.0001059170,0.0009537080,0.0093220000,0.0959299590
0.0000127500,0.0001050830,0.0009417920,0.0093585420,0.0946341660
0.0000131250,0.0001073330,0.0009465000,0.0093404170,0.0948543330
0.0000127500,0.0001002920,0.0009459590,0.0095090840,0.0952393750
0.0000126250,0.0001009170,0.0009532920,0.0093536250,0.0948699160
0.0000119170,0.0000999170,0.0009543750,0.0093456250,0.0947472920
0.0000117090,0.0001060000,0.0009352080,0.0093808340,0.0947379580
0.0000121660,0.0001012500,0.0009446250,0.0095345420,0.0953370840
0.0000126660,0.0000975410,0.0009316250,0.0093348750,0.0952439590
0.0000125420,0.0000970410,0.0009789580,0.0093591670,0.0950428750
0.0000129170,0.0001013340,0.0009648330,0.0093405000,0.0953355000
0.0000132080,0.0000990830,0.0009697080,0.0093352920,0.0946372080
0.0000118340,0.0001017090,0.0009845420,0.0094438340,0.0945489590
0.0000134580,0.0001034170,0.0009497080,0.0093791670,0.0951616660
0.0000114580,0.0000946660,0.0009802500,0.0093553750,0.0951545000
0.0000128340,0.0000956250,0.0009373750,0.0094045840,0.0946769580
0.0000130830,0.0000957910,0.0009379580,0.0093495830,0.0950450000
0.0000128750,0.0000989580,0.0009381250,0.0093845420,0.0954231250
0.0000127500,0.0000955000,0.0009635830,0.0093730000,0.0952847080
0.0000121670,0.0000959160,0.0009568750,0.0094714160,0.0954906670
0.0000130000,0.0000957500,0.0009536670,0.0093745000,0.0954479170
0.0000125840,0.0000958750,0.0009504170,0.0094428340,0.0955324580
0.0000123340,0.0001002080,0.0009444580,0.0093524580,0.0990495420
0.0000129160,0.0000952080,0.0009310420,0.0094290840,0.0970338750
0.0000125410,0.0000962080,0.0009444580,0.0093672910,0.0975859170
0.0000121250,0.0000980830,0.0009535000,0.0093462500,0.0985697500
0.0000120830,0.0000976250,0.0009561660,0.0094041250,0.0975971670
0.0000119170,0.0000965830,0.0009333750,0.0093460420,0.0972850420
0.0000117080,0.0001000420,0.0009376670,0.0093982500,0.0986564170
0.0000116250,0.0001304580,0.0009374170,0.0093972080,0.0969532080
0.0000128750,0.0001032080,0.0009368340,0.0093917920,0.0964086250
0.0000118330,0.0000989160,0.0009560000,0.0094284590,0.0975876250
0.0000121660,0.0000954170,0.0009700830,0.0093941670,0.0970622080
0.0000121250,0.0001003340,0.0009885830,0.0093450000,0.0970818340
0.0000133750,0.0000973750,0.0009737080,0.0093325830,0.0956481660
0.0000132500,0.0001014160,0.0009737910,0.0093340830,0.0973015410
0.0000149170,0.0000948330,0.0009822920,0.0093557090,0.0966287500
0.0000125420,0.0000952500,0.0009946250,0.0093485000,0.0960184580
0.0000122910,0.0000979590,0.0010242090,0.0093792080,0.0988479590
0.0000124580,0.0000972090,0.0009698750,0.0093756660,0.0956277090
0.0000119170,0.0000971250,0.0009560420,0.0093247500,0.0957092910
0.0000124170,0.0000958750,0.0009350830,0.0093794170,0.0957537920
0.0000129590,0.0001051250,0.0009341250,0.0093525000,0.0956817500
0.0000121250,0.0000954580,0.0009957080,0.0094288330,0.0963896250
0.0000125000,0.0000988750,0.0009629170,0.0093592920,0.0958116670
0.0000118330,0.0000957500,0.0009579580,0.0094225420,0.0967108750
0.0000117910,0.0000959590,0.0009838750,0.0093765830,0.0948292090
0.0000115000,0.0001017500,0.0010181670,0.0094015420,0.0944061250
0.0000118750,0.0000951250,0.0009464160,0.0094031250,0.0981467920
0.0000120410,0.0000955410,0.0009452920,0.0093711670,0.0945382500
0.0000115410,0.0000950830,0.0009446670,0.0097142500,0.0960268750
0.0000117500,0.0001000830,0.0009473340,0.0093651250,0.0951690000
0.0000115420,0.0000949590,0.0009475840,0.0093443340,0.0950675830
0.0000117920,0.0000985000,0.0009389580,0.0093834170,0.0950600840
0.0000119580,0.0000983750,0.0009582920,0.0093611250,0.0954465000
0.0000119170,0.0000955000,0.0009627090,0.0093858330,0.0947715420
0.0000120840,0.0000952920,0.0009372920,0.0093500000,0.0944838330
0.0000118750,0.0000950840,0.0009424170,0.0093355000,0.0957561250
0.0000117080,0.0001010000,0.0009713340,0.0093660000,0.0948802500
0.0000121670,0.0000979590,0.0009527090,0.0093531250,0.0954781660
0.0000119170,0.0000957920,0.0009321250,0.0094256670,0.0954552910
0.0000114590,0.0000954580,0.0009363340,0.0094105830,0.0954422920
0.0000116250,0.0000972920,0.0009367910,0.0093670420,0.0974018330
0.0000114170,0.0001005410,0.0009335840,0.0093663750,0.0959943340
0.0000119160,0.0000953750,0.0010353750,0.0094274580,0.0974510830
0.0000117910,0.0000952920,0.0009914590,0.0093992080,0.0954342080
0.0000118340,0.0000981660,0.0009802920,0.0093647090,0.0949552500
0.0000115420,0.0000965000,0.0009747500,0.0094236670,0.0948759590
0.0000117500,0.0000954580,0.0009338750,0.0093497080,0.0945678340
0.0000119170,0.0000954590,0.0009487500,0.0094431670,0.0954302500
0.0000116250,0.0000986250,0.0009497500,0.0093684160,0.0958311670
0.0000126250,0.0000950000,0.0009592500,0.0094080000,0.0958990420
0.0000112500,0.0000961250,0.0009465000,0.0094122920,0.0952662090
